Subject,Fluency_Item,Semantic_Similarity,Frequency_Value,Phonological_Similarity,Dimension,Type
CBJ-697,lion,0.0001,6.723957079,0.0001,200,alpha_0.3_s2v
CBJ-697,tiger,0.5572586565073765,6.38952206,0.25,200,alpha_0.3_s2v
CBJ-697,bird,0.28251040411395956,7.119400245,0.0001,200,alpha_0.3_s2v
CBJ-697,monkey,0.35791519828741014,6.401926546,0.0001,200,alpha_0.3_s2v
CBJ-697,parrot,0.4796072589694912,5.921096266,0.0001,200,alpha_0.3_s2v
CBJ-697,ferret,0.39292887760349937,5.531510849,0.8,200,alpha_0.3_s2v
CBJ-697,cat,0.3723639319207881,7.013143358,0.2,200,alpha_0.3_s2v
CBJ-697,dog,0.542973034752402,7.256114028,0.0001,200,alpha_0.3_s2v
CBJ-697,fish,0.25900898630080704,7.344814258,0.0001,200,alpha_0.3_s2v
CBJ-697,primate,0.17315486535176927,5.892763902,0.0001,200,alpha_0.3_s2v
CBJ-697,squirrel,0.08752926949689888,6.080840335,0.0001,200,alpha_0.3_s2v
CBJ-697,zebra,0.33779580981207946,5.561689192,0.1667,200,alpha_0.3_s2v
CBJ-697,elephant,0.4517119197875583,6.363660295,0.1429,200,alpha_0.3_s2v
CBJ-697,jaguar,0.3529362901363904,5.702579584,0.0001,200,alpha_0.3_s2v
CBJ-697,feline,0.2814113626265513,5.559176205,0.0001,200,alpha_0.3_s2v
CBJ-697,rhinoceros,0.2408915860070191,5.506841784,0.0001,200,alpha_0.3_s2v
CBJ-697,asian,0.399444496102662,6.798455065,0.125,200,alpha_0.3_s2v
CBJ-697,australian,0.5300408151201241,6.530851419,0.3333,200,alpha_0.3_s2v
CBL-698,canine,0.0001,5.927853157,0.0001,200,alpha_0.3_s2v
CBL-698,terrier,0.42456136378723186,5.578885508,0.0001,200,alpha_0.3_s2v
CBL-698,cat,0.4081794941848189,7.013143358,0.0001,200,alpha_0.3_s2v
CBL-698,dog,0.542973034752402,7.256114028,0.0001,200,alpha_0.3_s2v
CBL-698,bird,0.26528722707363683,7.119400245,0.0001,200,alpha_0.3_s2v
CBL-698,parakeet,0.3711389013133092,4.868873573,0.0001,200,alpha_0.3_s2v
CBL-698,pelican,0.34352497914449687,5.581928051,0.5714,200,alpha_0.3_s2v
CBL-698,parrot,0.30671006702598547,5.921096266,0.4286,200,alpha_0.3_s2v
CBL-698,pelican,0.30671006702598547,5.581928051,0.4286,200,alpha_0.3_s2v
CBL-698,reptile,0.3030774947437409,5.656324398,0.1429,200,alpha_0.3_s2v
CBL-698,australian,0.19627239548948117,6.530851419,0.1111,200,alpha_0.3_s2v
CBL-698,kangaroo,0.19545850952412125,5.566218227,0.0001,200,alpha_0.3_s2v
CBL-698,african,0.2581506738115954,7.284544989,0.0001,200,alpha_0.3_s2v
CBL-698,elephant,0.33896492901527386,6.363660295,0.2857,200,alpha_0.3_s2v
CBL-698,tiger,0.35615058209571737,6.38952206,0.0001,200,alpha_0.3_s2v
CBL-698,zebra,0.4424188055953795,5.561689192,0.0001,200,alpha_0.3_s2v
CBM-702,tiger,0.0001,6.38952206,0.0001,200,alpha_0.3_s2v
CBM-702,dolphin,0.3046590762286694,5.864843201,0.0001,200,alpha_0.3_s2v
CBM-702,lion,0.3914884566061958,6.723957079,0.5,200,alpha_0.3_s2v
CBM-702,penguin,0.21564375321660867,6.25042049,0.2857,200,alpha_0.3_s2v
CBM-702,bird,0.2512902453439626,7.119400245,0.0001,200,alpha_0.3_s2v
CBM-702,pigeon,0.5287666740533139,6.10484819,0.0001,200,alpha_0.3_s2v
CBM-702,woodpecker,0.5296794639674111,5.589297111,0.0001,200,alpha_0.3_s2v
CBM-702,reptile,0.41301823953424466,5.656324398,0.1429,200,alpha_0.3_s2v
CBM-702,snake,0.4194307238012318,6.615078486,0.0001,200,alpha_0.3_s2v
CBM-702,snail,0.5683896869329748,5.853805252,0.75,200,alpha_0.3_s2v
CBM-702,goldfish,0.5370935141403226,5.475262847,0.0001,200,alpha_0.3_s2v
CBM-702,fish,0.6571210440214719,7.344814258,0.2857,200,alpha_0.3_s2v
CBM-702,dog,0.25900898630080704,7.256114028,0.0001,200,alpha_0.3_s2v
CBM-702,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
CBM-702,rodents,0.15516129999153394,5.818422536,0.1429,200,alpha_0.3_s2v
CBM-702,snake,0.1194994652903576,6.615078486,0.1429,200,alpha_0.3_s2v
CBM-702,pets,0.26710419029403853,6.144792078,0.0001,200,alpha_0.3_s2v
CBM-702,rabbit,0.3524745374752778,6.568628649,0.0001,200,alpha_0.3_s2v
CBM-702,reptile,0.3134135780060435,5.656324398,0.1667,200,alpha_0.3_s2v
CBM-702,polar,0.3203304470301681,6.534516632,0.1667,200,alpha_0.3_s2v
CBM-702,grizzly,0.26129651137578946,5.735626042,0.1667,200,alpha_0.3_s2v
CBM-702,bear,0.3499523550916426,7.366226929,0.0001,200,alpha_0.3_s2v
CBM-702,hedgehog,0.3407433496901383,5.301448888,0.1667,200,alpha_0.3_s2v
CBP-707,cow,0.0001,6.679047222,0.0001,200,alpha_0.3_s2v
CBP-707,pig,0.4529110766822051,6.611542969,0.0001,200,alpha_0.3_s2v
CBP-707,dog,0.35400969919476943,7.256114028,0.3333,200,alpha_0.3_s2v
CBP-707,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
CBP-707,fish,0.2616568443126266,7.344814258,0.0001,200,alpha_0.3_s2v
CBP-707,bird,0.3849546289691561,7.119400245,0.0001,200,alpha_0.3_s2v
CBP-707,horse,0.20613158827711608,7.396710537,0.0001,200,alpha_0.3_s2v
CBP-707,elephant,0.4198562357647825,6.363660295,0.0001,200,alpha_0.3_s2v
CBP-707,tiger,0.35615058209571737,6.38952206,0.0001,200,alpha_0.3_s2v
CBP-707,feline,0.28158151416448396,5.559176205,0.0001,200,alpha_0.3_s2v
CBP-707,penguin,0.2416160940893538,6.25042049,0.1429,200,alpha_0.3_s2v
CBP-707,fish,0.31343324689552565,7.344814258,0.0001,200,alpha_0.3_s2v
CBP-707,shark,0.5106456071423721,6.054603863,0.0001,200,alpha_0.3_s2v
CBP-707,dolphin,0.34103937371571824,5.864843201,0.1667,200,alpha_0.3_s2v
CBP-707,whale,0.37445104119932116,6.338615042,0.1667,200,alpha_0.3_s2v
CBP-707,ant,0.30511444085910844,6.426146105,0.0001,200,alpha_0.3_s2v
CBP-707,centipede,0.3023057360545306,4.986283438,0.25,200,alpha_0.3_s2v
CBP-707,insect,0.295234672233589,6.519563532,0.125,200,alpha_0.3_s2v
CBP-707,lizard,0.35216666982975087,5.89522027,0.0001,200,alpha_0.3_s2v
CBP-707,reptile,0.45563693412637407,5.656324398,0.0001,200,alpha_0.3_s2v
CBP-707,snake,0.4194307238012318,6.615078486,0.0001,200,alpha_0.3_s2v
CBP-707,mouse,0.4154027307079995,6.776846046,0.0001,200,alpha_0.3_s2v
CBP-707,rat,0.5655863515453851,6.766463413,0.0001,200,alpha_0.3_s2v
CBS-711,bear,0.0001,7.366226929,0.0001,200,alpha_0.3_s2v
CBS-711,tiger,0.18483985160411942,6.38952206,0.0001,200,alpha_0.3_s2v
CBS-711,rabbit,0.45567653534148955,6.568628649,0.0001,200,alpha_0.3_s2v
CBS-711,pets,0.3524745374752778,6.144792078,0.0001,200,alpha_0.3_s2v
CBS-711,rodents,0.48381517422852816,5.818422536,0.2857,200,alpha_0.3_s2v
CBS-711,bird,0.08080720767741256,7.119400245,0.1429,200,alpha_0.3_s2v
CBS-711,tiger,0.28251040411395956,6.38952206,0.0001,200,alpha_0.3_s2v
CBS-711,dolphin,0.3046590762286694,5.864843201,0.0001,200,alpha_0.3_s2v
CBS-711,seal,0.2870692815345094,6.788763103,0.1667,200,alpha_0.3_s2v
CBS-711,horse,0.15102605213567044,7.396710537,0.0001,200,alpha_0.3_s2v
CBS-711,kangaroo,0.277955176297203,5.566218227,0.0001,200,alpha_0.3_s2v
CBS-711,feline,0.26067222181811567,5.559176205,0.0001,200,alpha_0.3_s2v
CBS-711,zebra,0.31447777827667345,5.561689192,0.2,200,alpha_0.3_s2v
CBS-711,ostrich,0.4124730752100578,5.653586811,0.1667,200,alpha_0.3_s2v
CBS-711,rhinoceros,0.39032528537821665,5.506841784,0.0001,200,alpha_0.3_s2v
CBS-711,hippopotamus,0.6194592430603345,5.258390618,0.2727,200,alpha_0.3_s2v
CBS-711,whale,0.4666599784064138,6.338615042,0.0001,200,alpha_0.3_s2v
CBS-711,jaguar,0.3902179364231835,5.702579584,0.1667,200,alpha_0.3_s2v
CBS-711,dog,0.3342013364685801,7.256114028,0.1667,200,alpha_0.3_s2v
CBW-715,horse,0.0001,7.396710537,0.0001,200,alpha_0.3_s2v
CBW-715,puppy,0.3368174960635911,6.031090808,0.0001,200,alpha_0.3_s2v
CBW-715,dog,0.5167189151337421,7.256114028,0.0001,200,alpha_0.3_s2v
CBW-715,pig,0.35400969919476943,6.611542969,0.3333,200,alpha_0.3_s2v
CBW-715,donkey,0.48214632828526294,6.018421695,0.0001,200,alpha_0.3_s2v
CBW-715,mule,0.44514795624969516,6.274039557,0.0001,200,alpha_0.3_s2v
CBW-715,goose,0.27758067271725073,6.301955793,0.25,200,alpha_0.3_s2v
CBW-715,duck,0.44987243450871195,6.439638803,0.0001,200,alpha_0.3_s2v
CBW-715,fish,0.474591345951455,7.344814258,0.0001,200,alpha_0.3_s2v
CBW-715,feline,0.19807976061116916,5.559176205,0.2,200,alpha_0.3_s2v
CBW-715,lion,0.26616435588221243,6.723957079,0.2,200,alpha_0.3_s2v
CBW-715,leopard,0.4989420458929895,5.875985616,0.2,200,alpha_0.3_s2v
CBW-715,jaguar,0.4759958404070961,5.702579584,0.0001,200,alpha_0.3_s2v
CBW-715,monkey,0.3247944750036176,6.401926546,0.0001,200,alpha_0.3_s2v
CCB-720,zebra,0.0001,5.561689192,0.0001,200,alpha_0.3_s2v
CCB-720,tiger,0.4424188055953795,6.38952206,0.0001,200,alpha_0.3_s2v
CCB-720,lizard,0.46087622004046447,5.89522027,0.2,200,alpha_0.3_s2v
CCB-720,snake,0.49749274010266964,6.615078486,0.0001,200,alpha_0.3_s2v
CCB-720,australian,0.11677492627067276,6.530851419,0.2222,200,alpha_0.3_s2v
CCB-720,shark,0.1794466564625844,6.054603863,0.1111,200,alpha_0.3_s2v
CCB-720,fish,0.5106456071423721,7.344814258,0.0001,200,alpha_0.3_s2v
CCB-720,rainbow,0.22769002955916862,6.313541377,0.0001,200,alpha_0.3_s2v
CCB-720,bunny,0.18112012769310504,5.809424355,0.2,200,alpha_0.3_s2v
CCB-720,dog,0.22920804610320633,7.256114028,0.0001,200,alpha_0.3_s2v
CCB-720,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
CCC-721,dog,0.0001,7.256114028,0.0001,200,alpha_0.3_s2v
CCC-721,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
CCC-721,lion,0.40351490853437033,6.723957079,0.0001,200,alpha_0.3_s2v
CCC-721,tiger,0.5572586565073765,6.38952206,0.25,200,alpha_0.3_s2v
CCC-721,zebra,0.4424188055953795,5.561689192,0.0001,200,alpha_0.3_s2v
CCC-721,chicken,0.2713177742909293,6.827585591,0.0001,200,alpha_0.3_s2v
CCC-721,fish,0.4344061662667451,7.344814258,0.2,200,alpha_0.3_s2v
CCC-721,african,0.18972329157742396,7.284544989,0.1429,200,alpha_0.3_s2v
CCC-721,wolf,0.2585231643705298,6.745548976,0.0001,200,alpha_0.3_s2v
CCC-721,mouse,0.4638371252439948,6.776846046,0.0001,200,alpha_0.3_s2v
CCC-721,water,0.2521062658544777,8.128616304,0.0001,200,alpha_0.3_s2v
CCC-721,beaver,0.34898646491964214,6.273193014,0.25,200,alpha_0.3_s2v
CCC-721,duck,0.3548302253444735,6.439638803,0.0001,200,alpha_0.3_s2v
CCD-722,dog,0.0001,7.256114028,0.0001,200,alpha_0.3_s2v
CCD-722,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
CCD-722,horse,0.1787341951390542,7.396710537,0.0001,200,alpha_0.3_s2v
CCD-722,frog,0.19131728710915696,6.319346573,0.0001,200,alpha_0.3_s2v
CCD-722,butterfly,0.4184857415333869,6.225709011,0.0001,200,alpha_0.3_s2v
CCD-722,cricket,0.31810948654920734,5.980349759,0.0001,200,alpha_0.3_s2v
CCD-722,spider,0.3425999169565934,6.281649128,0.0001,200,alpha_0.3_s2v
CCD-722,african,0.26257960566028793,7.284544989,0.0001,200,alpha_0.3_s2v
CCD-722,elephant,0.33896492901527386,6.363660295,0.2857,200,alpha_0.3_s2v
CCD-722,rhinoceros,0.4284913806584876,5.506841784,0.0001,200,alpha_0.3_s2v
CCD-722,hippopotamus,0.6194592430603345,5.258390618,0.2727,200,alpha_0.3_s2v
CCD-722,eagle,0.4578037796941923,6.640854253,0.0909,200,alpha_0.3_s2v
CCD-722,tiger,0.42386868061312466,6.38952206,0.0001,200,alpha_0.3_s2v
CCD-722,lion,0.5572586565073765,6.723957079,0.25,200,alpha_0.3_s2v
CCD-722,bear,0.3633521653007157,7.366226929,0.0001,200,alpha_0.3_s2v
CCD-722,polar,0.16265551943603007,6.534516632,0.0001,200,alpha_0.3_s2v
CCD-722,dolphin,0.18326804180445433,5.864843201,0.1667,200,alpha_0.3_s2v
CCD-722,penguin,0.2965168045073727,6.25042049,0.2857,200,alpha_0.3_s2v
CCD-722,lizard,0.1697773448912776,5.89522027,0.0001,200,alpha_0.3_s2v
CCD-722,snake,0.49749274010266964,6.615078486,0.0001,200,alpha_0.3_s2v
CCD-722,insect,0.46911677762689263,6.519563532,0.3333,200,alpha_0.3_s2v
CCD-722,shark,0.3357991769353673,6.054603863,0.1667,200,alpha_0.3_s2v
CCD-722,primate,0.1645609341552,5.892763902,0.0001,200,alpha_0.3_s2v
CCD-722,sloth,0.3638142599512757,5.603616317,0.0001,200,alpha_0.3_s2v
CCD-722,zebra,0.14619195846647315,5.561689192,0.0001,200,alpha_0.3_s2v
CCD-722,african,0.4395112916202102,7.284544989,0.1429,200,alpha_0.3_s2v
CCD-722,deer,0.2168628523256393,6.706983738,0.1429,200,alpha_0.3_s2v
CCD-722,rabbit,0.35462655380247776,6.568628649,0.0001,200,alpha_0.3_s2v
CCF-724,african,0.0001,7.284544989,0.0001,200,alpha_0.3_s2v
CCF-724,elephant,0.33896492901527386,6.363660295,0.2857,200,alpha_0.3_s2v
CCF-724,monkey,0.34477154818261124,6.401926546,0.0001,200,alpha_0.3_s2v
CCF-724,oscar,0.19328648585374186,6.425395628,0.2,200,alpha_0.3_s2v
CCF-724,ostrich,0.3281163729687162,5.653586811,0.3333,200,alpha_0.3_s2v
CCF-724,fish,0.3466030415973682,7.344814258,0.0001,200,alpha_0.3_s2v
CCF-724,shark,0.5106456071423721,6.054603863,0.0001,200,alpha_0.3_s2v
CCF-724,whale,0.5751846690078319,6.338615042,0.0001,200,alpha_0.3_s2v
CCF-724,bird,0.2724763585805321,7.119400245,0.0001,200,alpha_0.3_s2v
CCF-724,pets,0.24716131520078355,6.144792078,0.0001,200,alpha_0.3_s2v
CCF-724,rat,0.2523794444258687,6.766463413,0.25,200,alpha_0.3_s2v
CCF-724,cat,0.48628057805350944,7.013143358,0.6667,200,alpha_0.3_s2v
CCF-724,dog,0.542973034752402,7.256114028,0.0001,200,alpha_0.3_s2v
CCF-724,horse,0.3628328168348236,7.396710537,0.25,200,alpha_0.3_s2v
CCF-724,pig,0.3060469500877627,6.611542969,0.0001,200,alpha_0.3_s2v
CCH-726,african,0.0001,7.284544989,0.0001,200,alpha_0.3_s2v
CCH-726,hippopotamus,0.41170304850894857,5.258390618,0.1818,200,alpha_0.3_s2v
CCH-726,elephant,0.487086728015521,6.363660295,0.1818,200,alpha_0.3_s2v
CCH-726,donkey,0.3776358130766646,6.018421695,0.0001,200,alpha_0.3_s2v
CCH-726,horse,0.5063476479153256,7.396710537,0.0001,200,alpha_0.3_s2v
CCH-726,dog,0.3628328168348236,7.256114028,0.25,200,alpha_0.3_s2v
CCH-726,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
CCH-726,insect,0.27350652538467135,6.519563532,0.1667,200,alpha_0.3_s2v
CCH-726,fish,0.3762434387911231,7.344814258,0.0001,200,alpha_0.3_s2v
CCH-726,american,0.1700146543186044,8.145126466,0.0001,200,alpha_0.3_s2v
CCH-726,deer,0.1772151581856236,6.706983738,0.125,200,alpha_0.3_s2v
CCH-726,frog,0.33426899342405614,6.319346573,0.0001,200,alpha_0.3_s2v
CCH-726,snake,0.45406499653471255,6.615078486,0.0001,200,alpha_0.3_s2v
CCH-726,parrot,0.36884325194865275,5.921096266,0.0001,200,alpha_0.3_s2v
CCH-726,bird,0.5094475169131555,7.119400245,0.0001,200,alpha_0.3_s2v
CCH-726,zebra,0.26694642012895586,5.561689192,0.2,200,alpha_0.3_s2v
CCH-726,bird,0.26694642012895586,7.119400245,0.2,200,alpha_0.3_s2v
CCH-726,duck,0.4608293585607993,6.439638803,0.0001,200,alpha_0.3_s2v
CCL-730,cat,0.0001,7.013143358,0.0001,200,alpha_0.3_s2v
CCL-730,dog,0.542973034752402,7.256114028,0.0001,200,alpha_0.3_s2v
CCL-730,butterfly,0.1844037473301514,6.225709011,0.0001,200,alpha_0.3_s2v
CCL-730,bee,0.346214659323845,6.523935877,0.1429,200,alpha_0.3_s2v
CCL-730,lion,0.2884746157054514,6.723957079,0.0001,200,alpha_0.3_s2v
CCL-730,zebra,0.377128106159375,5.561689192,0.0001,200,alpha_0.3_s2v
CCL-730,tiger,0.4424188055953795,6.38952206,0.0001,200,alpha_0.3_s2v
CCL-730,elephant,0.35615058209571737,6.363660295,0.0001,200,alpha_0.3_s2v
CCL-730,bear,0.27902103578123305,7.366226929,0.0001,200,alpha_0.3_s2v
CCL-730,kangaroo,0.2826671532007774,5.566218227,0.0001,200,alpha_0.3_s2v
CCL-730,dolphin,0.21311358829509763,5.864843201,0.0001,200,alpha_0.3_s2v
CCL-730,fish,0.30107094634244513,7.344814258,0.1667,200,alpha_0.3_s2v
CCL-730,zebra,0.26807624976000055,5.561689192,0.0001,200,alpha_0.3_s2v
CCL-730,fly,0.23651168215313034,7.029176525,0.0001,200,alpha_0.3_s2v
CCL-730,flea,0.5084009875454307,5.81714343,0.6667,200,alpha_0.3_s2v
CCL-730,tiger,0.3399040745168378,6.38952206,0.0001,200,alpha_0.3_s2v
CCL-730,squirrel,0.36320363346201745,6.080840335,0.0001,200,alpha_0.3_s2v
CCL-730,american,0.21415900514170905,8.145126466,0.125,200,alpha_0.3_s2v
CCL-730,possum,0.21714845190243004,5.440409986,0.125,200,alpha_0.3_s2v
CCL-730,rat,0.5309515438210957,6.766463413,0.0001,200,alpha_0.3_s2v
CCX-744,lion,0.0001,6.723957079,0.0001,200,alpha_0.3_s2v
CCX-744,tiger,0.5572586565073765,6.38952206,0.25,200,alpha_0.3_s2v
CCX-744,bear,0.18483985160411942,7.366226929,0.0001,200,alpha_0.3_s2v
CCX-744,african,0.22201784182932438,7.284544989,0.1429,200,alpha_0.3_s2v
CCX-744,elephant,0.33896492901527386,6.363660295,0.2857,200,alpha_0.3_s2v
CCX-744,dolphin,0.3747606185983231,5.864843201,0.4286,200,alpha_0.3_s2v
CCX-744,whale,0.37445104119932116,6.338615042,0.1667,200,alpha_0.3_s2v
CCX-744,snake,0.39569724304492737,6.615078486,0.25,200,alpha_0.3_s2v
CCX-744,rabbit,0.4430458960235808,6.568628649,0.0001,200,alpha_0.3_s2v
CCX-744,lizard,0.4387968332195289,5.89522027,0.0001,200,alpha_0.3_s2v
CCX-744,spider,0.4348348139312088,6.281649128,0.0001,200,alpha_0.3_s2v
CCX-744,bat,0.25692781360070716,6.527307346,0.0001,200,alpha_0.3_s2v
CCX-744,american,0.09589087247367478,8.145126466,0.0001,200,alpha_0.3_s2v
CCX-744,fox,0.11418266596317939,6.849727181,0.125,200,alpha_0.3_s2v
CCX-744,wolf,0.552633520452632,6.745548976,0.0001,200,alpha_0.3_s2v
CDG-753,tiger,0.0001,6.38952206,0.0001,200,alpha_0.3_s2v
CDG-753,lion,0.5572586565073765,6.723957079,0.25,200,alpha_0.3_s2v
CDG-753,zebra,0.377128106159375,5.561689192,0.0001,200,alpha_0.3_s2v
CDG-753,mammoth,0.46720007592629553,5.911730606,0.0001,200,alpha_0.3_s2v
CDG-753,elephant,0.3899279108671009,6.363660295,0.1429,200,alpha_0.3_s2v
CDG-753,water,0.13465145500648257,8.128616304,0.0001,200,alpha_0.3_s2v
CDG-753,hippopotamus,0.3357267781551818,5.258390618,0.0909,200,alpha_0.3_s2v
CDG-753,african,0.41170304850894857,7.284544989,0.1818,200,alpha_0.3_s2v
CDG-753,asian,0.554331050329342,6.798455065,0.2857,200,alpha_0.3_s2v
CDG-753,primate,0.3164713153469676,5.892763902,0.0001,200,alpha_0.3_s2v
CDG-753,sloth,0.3638142599512757,5.603616317,0.0001,200,alpha_0.3_s2v
CDG-753,fish,0.14376711760624583,7.344814258,0.0001,200,alpha_0.3_s2v
CDG-753,eel,0.4177616972991225,5.818212033,0.0001,200,alpha_0.3_s2v
CDG-753,fish,0.4177616972991225,7.344814258,0.0001,200,alpha_0.3_s2v
CDG-753,shark,0.5106456071423721,6.054603863,0.0001,200,alpha_0.3_s2v
CDG-753,dolphin,0.34103937371571824,5.864843201,0.1667,200,alpha_0.3_s2v
CDG-753,whale,0.37445104119932116,6.338615042,0.1667,200,alpha_0.3_s2v
CDG-753,monkey,0.2780601413423409,6.401926546,0.0001,200,alpha_0.3_s2v
CDG-753,ape,0.33737467059704196,6.012398914,0.0001,200,alpha_0.3_s2v
CDG-753,gorilla,0.29715456203838153,5.657093158,0.0001,200,alpha_0.3_s2v
CDH-754,wolf,0.0001,6.745548976,0.0001,200,alpha_0.3_s2v
CDH-754,bear,0.3128595323175096,7.366226929,0.0001,200,alpha_0.3_s2v
CDH-754,reptile,0.2916972077249427,5.656324398,0.1667,200,alpha_0.3_s2v
CDH-754,dragon,0.31797523226775426,6.477683302,0.0001,200,alpha_0.3_s2v
CDH-754,pegasus,0.45372919901020436,5.418849615,0.1429,200,alpha_0.3_s2v
CDH-754,reptile,0.3924974939850523,5.656324398,0.1429,200,alpha_0.3_s2v
CDH-754,monster,0.45125986366836446,6.500453842,0.0001,200,alpha_0.3_s2v
CDH-754,turtle,0.30619313600865816,6.229758099,0.0001,200,alpha_0.3_s2v
CDH-754,fish,0.4786519184703477,7.344814258,0.0001,200,alpha_0.3_s2v
CDH-754,frog,0.327274863502782,6.319346573,0.25,200,alpha_0.3_s2v
CDM-759,dog,0.0001,7.256114028,0.0001,200,alpha_0.3_s2v
CDM-759,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
CDM-759,elephant,0.353929214924787,6.363660295,0.1429,200,alpha_0.3_s2v
CDM-759,squirrel,0.3542570303983701,6.080840335,0.1429,200,alpha_0.3_s2v
CDM-759,lion,0.38906577338931303,6.723957079,0.1667,200,alpha_0.3_s2v
CDM-759,lioness,0.5596577273581218,5.259252138,0.6667,200,alpha_0.3_s2v
CDM-759,fish,0.17024132238942413,7.344814258,0.0001,200,alpha_0.3_s2v
CDM-759,deer,0.3694762257788913,6.706983738,0.3333,200,alpha_0.3_s2v
CDM-759,rabbit,0.35462655380247776,6.568628649,0.0001,200,alpha_0.3_s2v
CDM-759,squirrel,0.48846128954056334,6.080840335,0.1667,200,alpha_0.3_s2v
CDM-759,pets,0.28074317830059337,6.144792078,0.0001,200,alpha_0.3_s2v
CDM-759,bird,0.24716131520078355,7.119400245,0.0001,200,alpha_0.3_s2v
CDM-759,cow,0.24631986471600675,6.679047222,0.0001,200,alpha_0.3_s2v
CDM-759,lizard,0.26691475023011746,5.89522027,0.0001,200,alpha_0.3_s2v
CDM-759,porcupine,0.38582749717252596,5.580630787,0.0001,200,alpha_0.3_s2v
CDM-759,australian,0.31490971797285494,6.530851419,0.2222,200,alpha_0.3_s2v
CDR-764,primate,0.0001,5.892763902,0.0001,200,alpha_0.3_s2v
CDR-764,monkey,0.04305198658530762,6.401926546,0.0001,200,alpha_0.3_s2v
CDR-764,elephant,0.34477154818261124,6.363660295,0.0001,200,alpha_0.3_s2v
CDR-764,bird,0.26968349253335955,7.119400245,0.0001,200,alpha_0.3_s2v
CDR-764,eagle,0.5484193388615167,6.640854253,0.0001,200,alpha_0.3_s2v
CDR-764,jaguar,0.4358782240038257,5.702579584,0.1667,200,alpha_0.3_s2v
CDR-764,feline,0.2814113626265513,5.559176205,0.0001,200,alpha_0.3_s2v
CDR-764,frog,0.1961650976223568,6.319346573,0.2,200,alpha_0.3_s2v
CDR-764,toad,0.5679024045169689,5.885895277,0.0001,200,alpha_0.3_s2v
CDR-764,bird,0.33201892470130767,7.119400245,0.3333,200,alpha_0.3_s2v
CDR-764,lion,0.32294669425660716,6.723957079,0.0001,200,alpha_0.3_s2v
CDR-764,mouse,0.4259404774112794,6.776846046,0.0001,200,alpha_0.3_s2v
CDR-764,bat,0.39539272132646563,6.527307346,0.0001,200,alpha_0.3_s2v
CDU-767,cat,0.0001,7.013143358,0.0001,200,alpha_0.3_s2v
CDU-767,dog,0.542973034752402,7.256114028,0.0001,200,alpha_0.3_s2v
CDU-767,fish,0.25900898630080704,7.344814258,0.0001,200,alpha_0.3_s2v
CDU-767,tiger,0.28472895668952436,6.38952206,0.0001,200,alpha_0.3_s2v
CDU-767,lion,0.5572586565073765,6.723957079,0.25,200,alpha_0.3_s2v
CDU-767,rabbit,0.31335539964419823,6.568628649,0.2,200,alpha_0.3_s2v
CDU-767,american,0.10668744115458739,8.145126466,0.25,200,alpha_0.3_s2v
CDU-767,deer,0.1772151581856236,6.706983738,0.125,200,alpha_0.3_s2v
CDU-767,mammoth,0.4463563001808317,5.911730606,0.0001,200,alpha_0.3_s2v
CDU-767,whale,0.3453696443691143,6.338615042,0.0001,200,alpha_0.3_s2v
CDU-767,shark,0.5751846690078319,6.054603863,0.0001,200,alpha_0.3_s2v
CDU-767,bird,0.3274751366856251,7.119400245,0.0001,200,alpha_0.3_s2v
CDU-767,penguin,0.2512902453439626,6.25042049,0.0001,200,alpha_0.3_s2v
SGO-159,dog,0.0001,7.256114028,0.0001,200,alpha_0.3_s2v
SGO-159,cat,0.542973034752402,7.013143358,0.0001,200,alpha_0.3_s2v
SGO-159,ferret,0.3723639319207881,5.531510849,0.2,200,alpha_0.3_s2v
SGO-159,pets,0.28457688141774673,6.144792078,0.2,200,alpha_0.3_s2v
SGO-159,mouse,0.251388784513773,6.776846046,0.25,200,alpha_0.3_s2v
SGO-159,bird,0.4442687912361334,7.119400245,0.0001,200,alpha_0.3_s2v
SGO-159,parrot,0.5094475169131555,5.921096266,0.0001,200,alpha_0.3_s2v
SGO-159,elephant,0.27498034337262944,6.363660295,0.2857,200,alpha_0.3_s2v
SGO-159,african,0.33896492901527386,7.284544989,0.2857,200,alpha_0.3_s2v
SGO-159,rhinoceros,0.29083925737060556,5.506841784,0.125,200,alpha_0.3_s2v
SGO-159,snake,0.4387812997528513,6.615078486,0.125,200,alpha_0.3_s2v
SGO-159,gorilla,0.27574225851085576,5.657093158,0.0001,200,alpha_0.3_s2v
SGO-159,ape,0.29715456203838153,6.012398914,0.0001,200,alpha_0.3_s2v
SGO-159,monkey,0.33737467059704196,6.401926546,0.0001,200,alpha_0.3_s2v
SGO-159,squirrel,0.41910959852435603,6.080840335,0.0001,200,alpha_0.3_s2v
SGO-159,rodents,0.23479811064095701,5.818422536,0.0001,200,alpha_0.3_s2v
SGO-159,american,0.27252972854152024,8.145126466,0.125,200,alpha_0.3_s2v
